web-scraper-order,web-scraper-start-url,language,language-href,name,code,family,suprasegmental,bibliography,notes,vowels,consonants,location
"1602245058-319","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Baure","https://linguistics.berkeley.edu/~saphon/en/inv/Baure.html","Baure","brg","Arawak","None","Danielsen, Swintha. 2007. Baure an Arawak languge of Bolivia. Leiden: CNWS Publications. 32.","Danielsen remarks that the phonemic status of the glottal stop is not entirely clear.","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i</td><td></td><td></td></tr>
<tr><td class=""header"">Mid</td><td>e</td><td></td><td>o</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Labio-<br>dental</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Stop/affricate</td><td>p</td><td></td><td>t</td><td>tʃ</td><td></td><td>k</td><td>ʔ</td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>v</td><td>s</td><td>ʃ</td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td></td><td>n</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","13°30'00""S 64°06'00""W"
"1602244709-176","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Mbyá","https://linguistics.berkeley.edu/~saphon/en/inv/Mbya.html","Mbyá","gun","Tupí","None","Dooley, R. A. 2006. Léxico Guaraní, dialeto Mbyá com informaçoes úteis para o ensino médio, a aprendizagem e a pesquisa lingüística. Cuiabá: Summer Institute of Linguistics (SIL). Note: Mbyá do Brasil.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;ĩ</td><td>ɨ&nbsp;ɨ̃</td><td>u&nbsp;ũ</td></tr>
<tr><td class=""header"">Mid</td><td>e&nbsp;ẽ</td><td></td><td>o&nbsp;õ</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a&nbsp;ã</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Labio-<br>velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Stop/affricate</td><td>p</td><td>t</td><td>tʃ</td><td></td><td>k</td><td>kʷ</td><td>ʔ</td></tr>
<tr><td class=""header"">Fricative</td><td></td><td></td><td></td><td></td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td>ɲ</td><td>ŋ</td><td>ŋʷ</td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td></td><td></td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","25°00'00""S 53°00'00""W"
"1602244441-65","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Tucano","https://linguistics.berkeley.edu/~saphon/en/inv/Tucano.html","Tucano","tuo","Tucanoan","Tone, nasal harmony","Welch, Betty and Birdie West. 2000. El tucano. In María Stella González de Pérez and María Luisa Rodríguez de Montes (eds.), Lenguas indígenas de Colombia: Una visión descriptiva. Bogotá: Instituto Caro y Cuervo. Bogotá: Instituto Caro y Cuervo.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i</td><td>ɨ</td><td>u</td></tr>
<tr><td class=""header"">Mid</td><td>e</td><td></td><td>o</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Plain stop</td><td>p</td><td>t</td><td></td><td>k</td><td>ʔ</td></tr>
<tr><td class=""header"">Voiced stop</td><td>b</td><td>d</td><td></td><td>ɡ</td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s</td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
</tbody></table>","0°18'00""N 69°06'00""W"
"1602244369-35","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Xiriâna","https://linguistics.berkeley.edu/~saphon/en/inv/Xiriana.html","Xiriâna","xir","Arawak","None","Ramirez, Henri. 1992. Le Bahuana: Une nouvelle langue de la famille Arawak. Chantiers Amerindia 17, supplement 1. AEA.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i</td><td>ɨ</td><td>u</td></tr>
<tr><td class=""header"">Mid</td><td>e</td><td></td><td></td></tr>
<tr><td class=""header"">Low</td><td></td><td>a</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Uvular</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Plain stop</td><td>p</td><td>t</td><td>c</td><td>k</td><td></td><td>ʔ</td></tr>
<tr><td class=""header"">Voiced stop</td><td>b</td><td>d</td><td>ɟ</td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Affricate</td><td></td><td>ts</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td>ɸ</td><td>s</td><td></td><td>x</td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td>ɲ</td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>w</td><td></td><td></td></tr>
<tr><td class=""header"">Trill</td><td></td><td></td><td></td><td></td><td>ʀ</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","0°17'35""S 62°42'22""W"
"1602244511-94","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Siona","https://linguistics.berkeley.edu/~saphon/en/inv/Siona.html","Siona","snn","Tucanoan","None","Wheeler, Alva. 2000. La lengua siona. In María Stella González de Pérez and María Luisa Rodríguez de Montes (eds.), Lenguas indígenas de Colombia: Una visión descriptiva. Bogotá: Instituto Caro y Cuervo.","Siona voiceless stops surface as aspirated stops; voiced stops surface as creaky voiceless stops word-initially and as plain voiced stops intervocalically.","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;ĩ</td><td>ɨ&nbsp;ɨ̃</td><td>u&nbsp;ũ</td></tr>
<tr><td class=""header"">Mid</td><td>e&nbsp;ẽ</td><td></td><td>o&nbsp;õ</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a&nbsp;ã</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Labio-<br>velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Stop/affricate</td><td>p&nbsp;b</td><td>t&nbsp;d</td><td>tʃ</td><td></td><td>k&nbsp;ɡ</td><td>kʷ&nbsp;ɡʷ</td><td>ʔ</td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s&nbsp;z</td><td></td><td></td><td></td><td>hʷ</td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td></td><td>w</td><td></td></tr>
</tbody></table>","0°24'14""N 76°13'01""W"
"1602244622-140","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Palikúr","https://linguistics.berkeley.edu/~saphon/en/inv/Palikur.html","Palikúr","plu","Arawak","None","Launey, Michel 2003. Awna Parikwaki: Introduction à la langue palikur de Guayane et de l'Amapá. Paris: Centre d'etudes des langues indigenes d'Amerique.","Launey remarks that /f/, /v/, /l/, /ʒ/, and /z/ are found in loanwords.","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;ĩ</td><td></td><td>u&nbsp;ũ</td></tr>
<tr><td class=""header"">Mid</td><td>e&nbsp;ẽ</td><td></td><td>o&nbsp;õ</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a&nbsp;ã</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Plain stop</td><td>p</td><td>t</td><td></td><td></td><td>k</td><td></td></tr>
<tr><td class=""header"">Voiced stop</td><td>b</td><td>d</td><td></td><td></td><td>ɡ</td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s</td><td>ʃ</td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
</tbody></table>","2°56'35""N 51°13'23""W"
"1602244340-23","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Yanomamɨ of Parawau","https://linguistics.berkeley.edu/~saphon/en/inv/YanomamiP.html","Yanomamɨ of Parawau","guu_par","Yanomam","None","Ferreira, Helder. personal communication.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;ĩ&nbsp;iː&nbsp;ĩː</td><td>ɨ&nbsp;ɨ̃&nbsp;ɨː&nbsp;ɨ̃ː</td><td>u&nbsp;ũ&nbsp;uː&nbsp;ũː</td></tr>
<tr><td class=""header"">Mid</td><td>e&nbsp;ẽ&nbsp;eː&nbsp;ẽː</td><td>ə&nbsp;ə̃&nbsp;əː&nbsp;ə̃ː</td><td>o&nbsp;õ&nbsp;oː&nbsp;õː</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a&nbsp;ã&nbsp;aː&nbsp;ãː</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Stop</td><td>p</td><td>t</td><td></td><td></td><td>k</td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s</td><td>ʃ</td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","1°48'22""N 63°47'10""W"
"1602244468-76","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Terêna","https://linguistics.berkeley.edu/~saphon/en/inv/Terena.html","Terêna","ter","Arawak","Tone","Silva, Denise. 2008. Descrição fonológica da língua Terena (Aruak). MA thesis, Universidade Federal de Mato Grosso do Sul.","Martins posits /v/ where Silva posits /w/.","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;iː</td><td></td><td>u&nbsp;uː</td></tr>
<tr><td class=""header"">Mid</td><td>ɛ&nbsp;ɛː</td><td></td><td>o&nbsp;oː</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a&nbsp;aː</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Stop</td><td>p</td><td>t</td><td></td><td></td><td>k</td><td>ʔ</td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s</td><td>ʃ</td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td>l</td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","20°00'00""S 56°00'00""W"
"1602244750-193","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Lule","https://linguistics.berkeley.edu/~saphon/en/inv/Lule.html","Lule","lul","Isolate","None","Viegas Barros, J. Pedro. 2001. Proto-Lule-Vilela: Una reconstrucción fonológica preliminar. Ms., available online: http://www.adilq.com.ar/Viegas-Barros.htm.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i</td><td></td><td>u</td></tr>
<tr><td class=""header"">Mid</td><td>e</td><td></td><td>o</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Creaky stop</td><td>pʼ</td><td>tʼ</td><td></td><td>kʼ</td><td></td></tr>
<tr><td class=""header"">Plain stop</td><td>p</td><td>t</td><td></td><td>k</td><td>ʔ</td></tr>
<tr><td class=""header"">Affricate</td><td></td><td>ts</td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s</td><td></td><td>x</td><td></td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td>ɬ&nbsp;l</td><td></td><td></td><td></td></tr>
</tbody></table>","24°48'00""S 65°24'00""W"
"1602244983-289","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Chiriguano (Chané dialect)","https://linguistics.berkeley.edu/~saphon/en/inv/ChiriguanoC.html","Chiriguano (Chané dialect)","gui_chn","Tupí","None","Dietrich, Wolf. 1986. El Idioma chiriguano: Gramática, textos, vocabulario. Madrid: Instituto de Cooperación Iberoamericana. 45-50.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;ĩ</td><td>ɨ&nbsp;ɨ̃</td><td>u&nbsp;ũ</td></tr>
<tr><td class=""header"">Mid</td><td>e&nbsp;ẽ</td><td></td><td>o&nbsp;õ</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a&nbsp;ã</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Labio-<br>velar</td></tr>
<tr><td class=""header"">Stop/affricate</td><td>p</td><td>t</td><td>tʃ</td><td></td><td>k</td><td>kʷ</td></tr>
<tr><td class=""header"">Fricative</td><td>β</td><td>s</td><td></td><td>ʝ</td><td></td><td></td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td>ŋ</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","17°47'35""S 63°10'48""W"
"1602244349-27","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Yánesha","https://linguistics.berkeley.edu/~saphon/en/inv/Yanesha.html","Yánesha","Amuesha","10°37'48""S 75°11'53""W","null","null","Fast, Peter W. 1953. Amuesha (Arawak) Phonemes. International Journal of American Linguistics 19. 191–194.","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Retroflex</td><td class=""header"">Palatal</td><td class=""header"">Velar</td></tr>
<tr><td class=""header"">Plain stop</td><td>p&nbsp;pʲ</td><td>t&nbsp;tʲ</td><td></td><td></td><td></td><td>k&nbsp;kʲ</td></tr>
<tr><td class=""header"">Voiced stop</td><td>b&nbsp;bʲ</td><td></td><td></td><td></td><td></td><td>ɡ</td></tr>
<tr><td class=""header"">Affricate</td><td></td><td>ts</td><td>tʃ</td><td>ʈʂ</td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s</td><td>ʃ</td><td>ʐ</td><td></td><td>x</td></tr>
<tr><td class=""header"">Nasal</td><td>m&nbsp;mʲ</td><td>n</td><td></td><td></td><td>ɲ</td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td></td><td>j</td><td>w</td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td></td><td></td><td></td><td>ʎ</td><td></td></tr>
</tbody></table>","<div class=""key"">Family</div><div class=""value"">Arawak</div>","ame"
"1602244813-219","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Karo","https://linguistics.berkeley.edu/~saphon/en/inv/Karo.html","Karo","arr","Tupí","Tone","Gabas, Nilson. 1998. Phonological study of the Karo language (Brazil). Munich: LINCOM.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;ĩ</td><td>ɨ</td><td>u</td></tr>
<tr><td class=""header"">Mid</td><td>e&nbsp;ẽ</td><td>ə</td><td>o&nbsp;õ</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a&nbsp;ã</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Plain stop</td><td>p</td><td>t</td><td>c</td><td>k</td><td>ʔ</td></tr>
<tr><td class=""header"">Voiced stop</td><td>b</td><td></td><td></td><td>ɡ</td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td></td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td>ŋ</td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td></tr>
</tbody></table>","10°12'00""S 62°00'00""W"
"1602244779-205","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Krahô","https://linguistics.berkeley.edu/~saphon/en/inv/Kraho.html","Krahô","xra","Macro-Ge","None","Popjes, Jack and Jo Popjes. 1990. Canela-Krahô. In Desmond Derbyshire and Geoffrey Pullum (eds.), Handbook of Amazonian Languages, Vol. 1. Berlin: Mouton de Gruyter.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;ĩ&nbsp;iː&nbsp;ĩː</td><td></td><td>ɯ&nbsp;ɯ̃&nbsp;ɯː&nbsp;ɯ̃ː&nbsp;u&nbsp;ũ&nbsp;uː&nbsp;ũː</td></tr>
<tr><td class=""header"">Mid-high</td><td>e&nbsp;eː</td><td></td><td>ɤ&nbsp;ɤː&nbsp;o&nbsp;oː</td></tr>
<tr><td class=""header"">Mid-low</td><td>ɛ&nbsp;ɛ̃&nbsp;ɛː&nbsp;ɛ̃ː</td><td></td><td>ʌ&nbsp;ʌ̃&nbsp;ʌː&nbsp;ʌ̃ː&nbsp;ɔ&nbsp;ɔ̃&nbsp;ɔː&nbsp;ɔ̃ː</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a&nbsp;ã&nbsp;aː&nbsp;ãː</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Aspirated stop</td><td></td><td></td><td></td><td>kʰ</td><td></td></tr>
<tr><td class=""header"">Plain stop</td><td>p</td><td>t</td><td></td><td>k</td><td></td></tr>
<tr><td class=""header"">Affricate</td><td></td><td>ts</td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td></td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td>ŋ</td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td>l</td><td></td><td></td><td></td></tr>
</tbody></table>","8°00'00""S 48°00'00""W"
"1602244728-184","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Manchinere","https://linguistics.berkeley.edu/~saphon/en/inv/Manchinere.html","Manchinere","Machinere","10°44'13""S 70°17'28""W","null","null","dos Santos Silva, Edineide. 2008. Fonética e Análise Fonológica Preliminar Da Lingua Manxinéri. PhD dissertation, Universidade De Brasilia. 5.","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Stop</td><td>p</td><td>t</td><td></td><td></td><td>k</td><td></td></tr>
<tr><td class=""header"">Affricate</td><td></td><td>ts</td><td>tʃ</td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s</td><td>ʃ</td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","<div class=""key"">Family</div><div class=""value"">Arawak</div>","mpd"
"1602244352-28","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Yaminawa","https://linguistics.berkeley.edu/~saphon/en/inv/Yaminahua.html","Yaminawa","Yaminahua","9°48'54""S 72°48'47""W","null","null","Faust, Norma and Eugene E. Loos. 2002. Gramática del idioma yaminahua. Serie lingüística peruana, 51. Lima: Instituto Lingüístico de Verano.","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Retroflex</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Stop</td><td>p</td><td>t</td><td></td><td></td><td></td><td>k</td><td></td></tr>
<tr><td class=""header"">Affricate</td><td></td><td>ts</td><td>tʃ</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td>ɸ</td><td>s</td><td>ʃ</td><td>ʂ&nbsp;ʐ</td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td></td><td>j</td><td></td><td></td></tr>
</tbody></table>","<div class=""key"">Family</div><div class=""value"">Panoan</div>","yaa"
"1602244651-152","https://linguistics.berkeley.edu/~saphon/en/by-name.php","North Junín Quechua (Tarma dialect)","https://linguistics.berkeley.edu/~saphon/en/inv/NJuninT.html","North Junín Quechua (Tarma dialect)","qvn_tar","Quechua","None","Adelaar, Willem. 1977. Tarma Quechua: grammar, texts, dictionary. Lisse: The Peter De Ridder Press. 31-41","Phonemes /d/ and /e/ are found only in Spanish loan words.","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;iː</td><td></td><td>u&nbsp;uː</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a&nbsp;aː</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Retroflex</td><td class=""header"">Palatal</td><td class=""header"">Velar</td></tr>
<tr><td class=""header"">Plain stop/affricate</td><td>p</td><td>t</td><td>tʃ</td><td>ʈʂ</td><td></td><td>k</td></tr>
<tr><td class=""header"">Voiced stop</td><td>b</td><td></td><td></td><td></td><td></td><td>ɡ</td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s</td><td>ʃ</td><td></td><td></td><td>x</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td>ɲ</td><td>ŋ</td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td></td><td>j</td><td>w</td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td>l</td><td></td><td></td><td>ʎ</td><td></td></tr>
</tbody></table>","11°25'08""S 75°41'28""W"
